word,central,frontal,occipital,parietal,temporal
pussyfoot,1,1,0,1,0
put,0,1,1,0,1
putrefy,1,1,0,1,0
putt,0,0,0,1,1
putter,0,0,0,0,1
putz,0,0,0,0,0
puzzle,1,1,1,1,1
word,central,frontal,occipital,parietal,temporal
quack,0,1,0,0,1
quadruple,0,1,0,1,0
quadd,0,1,0,1,0
quail,0,1,0,1,1
quake,1,1,0,1,0
qualify,0,1,0,0,1
quantify,0,1,0,1,0
qurantine,0,1,0,0,1
quarrel,0,1,0,0,1
quarry,0,1,0,1,0
quarter,0,1,0,1,0
quarterback,1,1,0,1,0
quash,0,1,0,1,0
quaver,0,1,0,0,1
queer,0,1,0,0,1
quell,0,1,0,1,0
quench,0,1,0,0,1
query,0,1,0,0,1
quest,0,1,0,1,1
question,0,1,0,1,1
queue,0,1,0,1,0
quibble,0,1,0,0,1
quicken,0,1,0,0,1
quiet,0,1,0,0,1
quintuple,0,1,0,1,0
quip,0,1,0,0,1
quit,0,1,0,0,1
quiver,1,1,0,0,1
quiz,0,1,0,1,1
quote,0,1,0,0,1
quoth,0,1,0,0,1
rabbit,0,1,1,0,0
race,0,1,0,1,1
rack,0,0,0,0,1
radiate,1,1,1,0,1
radio,1,0,0,1,1
raffle,1,1,1,1,0
rag,1,0,1,1,0
rage,0,1,0,1,0
raid,0,1,1,0,1
rail,1,0,0,1,1
railroad,0,0,1,1,1
rain,1,0,0,0,1
raise,1,1,1,1,1
rake,1,0,1,0,0
rally,0,0,0,1,1
ramble,1,0,0,1,1
ramp,0,0,0,1,0
ramraiding,1,1,1,1,0
randomize,0,0,1,1,0
range,1,0,0,0,0
rank,1,1,1,1,1
rankle,0,0,1,1,0
ransom,0,1,0,1,1
rant,0,0,0,1,1
rap,0,1,1,0,0
rape,1,0,1,0,1
rappel,1,0,0,1,0
rasp,1,1,1,0,0
rat,1,0,1,1,1
rate,1,1,1,0,1
ratify,1,0,1,0,1
ration,1,0,1,0,1
rationalize,1,1,1,0,1
rattle,1,0,0,0,1
rave,1,1,0,0,1
ravel,1,0,1,0,1
ravish,1,1,0,0,1
raze,0,0,1,0,1
razz,1,0,0,0,1
reach,1,1,1,0,0
reacquaint,0,1,1,0,0
react,1,0,0,0,0
reactivate,1,0,0,1,0
read,0,1,0,1,0
readress,0,1,1,0,1
readjust,1,1,0,1,1
readmit,1,1,0,1,0
ready,1,0,0,1,1
reaffirm,1,0,0,0,0
realign,0,1,0,0,1
reallocate,1,1,1,1,0
ream,0,1,0,0,0
reap,0,0,0,1,0
reareend,0,1,1,1,0
rearm,0,0,0,1,1
rearrange,0,0,0,1,1
reason,0,1,0,0,0
reassemble,0,1,0,1,0
reassess,1,0,0,0,1
reassign,1,0,0,1,1
reassure,0,0,1,1,0
reawaken,0,1,1,0,0
rebel,0,0,0,1,0
reborn,0,1,1,0,0
rebrand,0,0,1,0,0
rebuff,1,0,1,0,1
rebuild,1,0,1,0,0
rebuke,1,1,1,0,1
rebut,1,1,0,1,1
recall,1,1,0,1,0
recap,0,1,1,1,1
recapitulate,0,1,0,1,1
recapture,1,1,0,1,0
recase,0,0,1,0,1
recede,0,0,1,0,1
receive,1,1,1,0,1
recess,0,0,1,0,1
recharger,0,0,0,0,1
recite,0,0,1,1,0
reckon,0,1,1,0,0
reclassify,0,0,1,0,0
recline,1,1,0,0,1
reclaim,0,0,0,0,1
recognize,1,1,1,0,0
recoil,0,1,1,1,1
recollect,0,1,0,1,0
recommence,1,0,0,1,1
recommend,0,1,0,1,0
recompense,0,1,0,1,0
reconcile,0,0,0,0,1
recondition,1,1,1,1,1
reconfigure,1,1,0,1,0
reconnect,1,0,1,1,1
reconnoitre,1,0,1,1,1
reconquer,0,1,1,1,0
reconsider,0,1,1,1,0
reconstiture,0,1,1,0,1
reconstruct,1,0,0,0,0
reconvene,0,0,0,1,1
record,1,0,0,0,0
recording,1,0,1,0,0
recount,0,1,1,0,0
recoup,1,1,0,1,1
recover,0,1,0,1,0
recreate,1,1,0,1,1
recruit,1,1,1,1,0
rectify,0,0,0,0,1
recuperate,0,1,1,0,1
recycle,1,1,1,1,1
redden,0,0,0,0,0
redecorate,0,1,1,1,0
redeem,1,1,1,0,0
redefine,1,1,1,1,1
redial,1,1,0,0,1
redirect,1,1,1,1,1
redistrict,1,0,0,0,0
redolent,1,0,1,0,0
redouble,0,0,0,1,1
redound,1,0,0,0,1
redraw,0,1,0,0,1
redress,0,1,0,1,1
reduce,0,0,1,1,0
reduplicate,1,0,0,1,1
reecho,1,0,1,0,1
reef,0,1,1,1,1
reek,1,0,1,0,0
reelect,1,1,0,1,1
remerge,0,0,1,0,1
reenact,1,1,1,1,1
reenter,1,1,0,0,0
reevaluate,0,0,1,0,1
refer,0,1,0,0,0
referee,0,0,0,1,1
reference,0,0,1,0,0
refill,1,1,0,0,0
refinance,0,0,1,0,0
refine,0,1,0,1,0
reflect,0,0,1,1,1
reflexive,1,1,0,0,0
refloat,1,1,0,1,1
reform,1,1,0,1,0
reformat,0,0,0,0,0
refract,1,1,1,0,0
refrain,1,0,0,1,0
refrigerate,0,1,1,0,0
refuel,1,0,0,0,1
refund,1,0,0,1,1
refurbish,0,0,0,1,0
refuse,0,1,1,1,0
regale,0,0,0,1,1
regard,0,0,0,0,0
regenerate,1,1,1,1,0
register,0,1,1,1,1
regress,0,1,1,0,0
regret,0,0,0,1,0
regroup,0,1,1,1,1
regulate,1,1,0,0,1
regurgitate,0,1,1,1,1
rehabilitate,0,1,0,0,1
represent,0,1,1,1,0
repress,1,1,1,1,1
reprieve,0,1,1,0,1
reprint,0,1,1,1,1
reproach,0,1,1,1,1
reprove,0,0,0,0,0
repudiate,0,1,0,1,1
repulse,0,0,1,0,1
request,1,0,0,1,1
require,1,1,0,1,0
requistion,0,0,0,1,1
requite,1,0,1,1,1
reroute,0,0,0,1,1
rerun,0,0,0,1,0
reschedule,0,1,1,0,1
rescue,1,0,0,1,1
research,0,0,1,1,1
resec,0,0,0,1,0
resell,0,0,0,0,1
resemble,0,0,1,1,1
resent,1,0,1,0,1
reserve,0,1,1,0,0
reset,0,1,0,0,0
resettle,0,0,0,1,1
reshape,0,1,1,1,1
reshuffle,1,1,0,1,0
reside,1,1,0,1,1
rabbit,0,1,1,0,0
race,0,1,0,1,1
rack,0,0,0,0,1
radiate,1,1,1,0,1
radio,1,0,0,1,1
raffle,1,1,1,1,0
rag,1,0,1,1,0
rage,0,1,0,1,0
raid,0,1,1,0,1
rail,1,0,0,1,1
railroad,0,0,1,1,1
rain,1,0,0,0,1
raise,1,1,1,1,1
rake,1,0,1,0,0
rally,0,0,0,1,1
ramble,1,0,0,1,1
ramp,0,0,0,1,0
ramraiding,1,1,1,1,0
randomize,0,0,1,1,0
range,1,0,0,0,0
rank,1,1,1,1,1
rankle,0,0,1,1,0
ransom,0,1,0,1,1
rant,0,0,0,1,1
rap,0,1,1,0,0
rape,1,0,1,0,1
rappel,1,0,0,1,0
rasp,1,1,1,0,0
rat,1,0,1,1,1
rate,1,1,1,0,1
ratify,1,0,1,0,1
ration,1,0,1,0,1
rationalize,1,1,1,0,1
rattle,1,0,0,0,1
rave,1,1,0,0,1
ravel,1,0,1,0,1
ravish,1,1,0,0,1
raze,0,0,1,0,1
razz,1,0,0,0,1
reach,1,1,1,0,0
reacquaint,0,1,1,0,0
react,1,0,0,0,0
reactivate,1,0,0,1,0
read,0,1,0,1,0
readress,0,1,1,0,1
readjust,1,1,0,1,1
readmit,1,1,0,1,0
ready,1,0,0,1,1
reaffirm,1,0,0,0,0
realign,0,1,0,0,1
reallocate,1,1,1,1,0
ream,0,1,0,0,0
reap,0,0,0,1,0
reareend,0,1,1,1,0
rearm,0,0,0,1,1
rearrange,0,0,0,1,1
reason,0,1,0,0,0
reassemble,0,1,0,1,0
reassess,1,0,0,0,1
reassign,1,0,0,1,1
reassure,0,0,1,1,0
reawaken,0,1,1,0,0
rebel,0,0,0,1,0
reborn,0,1,1,0,0
rebrand,0,0,1,0,0
rebuff,1,0,1,0,1
rebuild,1,0,1,0,0
rebuke,1,1,1,0,1
rebut,1,1,0,1,1
recall,1,1,0,1,0
recap,0,1,1,1,1
recapitulate,0,1,0,1,1
recapture,1,1,0,1,0
recase,0,0,1,0,1
recede,0,0,1,0,1
receive,1,1,1,0,1
recess,0,0,1,0,1
recharger,0,0,0,0,1
recite,0,0,1,1,0
reckon,0,1,1,0,0
reclassify,0,0,1,0,0
recline,1,1,0,0,1
reclaim,0,0,0,0,1
recognize,1,1,1,0,0
recoil,0,1,1,1,1
recollect,0,1,0,1,0
recommence,1,0,0,1,1
recommend,0,1,0,1,0
recompense,0,1,0,1,0
reconcile,0,0,0,0,1
recondition,1,1,1,1,1
reconfigure,1,1,0,1,0
reconnect,1,0,1,1,1
reconnoitre,1,0,1,1,1
reconquer,0,1,1,1,0
reconsider,0,1,1,1,0
reconstiture,0,1,1,0,1
reconstruct,1,0,0,0,0
reconvene,0,0,0,1,1
record,1,0,0,0,0
recording,1,0,1,0,0
recount,0,1,1,0,0
recoup,1,1,0,1,1
recover,0,1,0,1,0
recreate,1,1,0,1,1
recruit,1,1,1,1,0
rectify,0,0,0,0,1
recuperate,0,1,1,0,1
recycle,1,1,1,1,1
redden,0,0,0,0,0
redecorate,0,1,1,1,0
redeem,1,1,1,0,0
redefine,1,1,1,1,1
redial,1,1,0,0,1
redirect,1,1,1,1,1
redistrict,1,0,0,0,0
redolent,1,0,1,0,0
redouble,0,0,0,1,1
redound,1,0,0,0,1
redraw,0,1,0,0,1
redress,0,1,0,1,1
reduce,0,0,1,1,0
reduplicate,1,0,0,1,1
reecho,1,0,1,0,1
reef,0,1,1,1,1
reek,1,0,1,0,0
reelect,1,1,0,1,1
remerge,0,0,1,0,1
reenact,1,1,1,1,1
reenter,1,1,0,0,0
reevaluate,0,0,1,0,1
refer,0,1,0,0,0
referee,0,0,0,1,1
reference,0,0,1,0,0
refill,1,1,0,0,0
refinance,0,0,1,0,0
refine,0,1,0,1,0
reflect,0,0,1,1,1
reflexive,1,1,0,0,0
refloat,1,1,0,1,1
reform,1,1,0,1,0
reformat,0,0,0,0,0
refract,1,1,1,0,0
refrain,1,0,0,1,0
refrigerate,0,1,1,0,0
refuel,1,0,0,0,1
refund,1,0,0,1,1
refurbish,0,0,0,1,0
refuse,0,1,1,1,0
regale,0,0,0,1,1
regard,0,0,0,0,0
regenerate,1,1,1,1,0
register,0,1,1,1,1
regress,0,1,1,0,0
regret,0,0,0,1,0
regroup,0,1,1,1,1
regulate,1,1,0,0,1
regurgitate,0,1,1,1,1
rehabilitate,0,1,0,0,1
represent,0,1,1,1,0
repress,1,1,1,1,1
reprieve,0,1,1,0,1
reprint,0,1,1,1,1
reproach,0,1,1,1,1
reprove,0,0,0,0,0
repudiate,0,1,0,1,1
repulse,0,0,1,0,1
request,1,0,0,1,1
require,1,1,0,1,0
requistion,0,0,0,1,1
requite,1,0,1,1,1
reroute,0,0,0,1,1
rerun,0,0,0,1,0
reschedule,0,1,1,0,1
rescue,1,0,0,1,1
research,0,0,1,1,1
resec,0,0,0,1,0
resell,0,0,0,0,1
resemble,0,0,1,1,1
resent,1,0,1,0,1
reserve,0,1,1,0,0
reset,0,1,0,0,0
resettle,0,0,0,1,1
reshape,0,1,1,1,1
reshuffle,1,1,0,1,0
reside,1,1,0,1,1
resign,0,1,1,1,0
resisit,0,0,1,0,0
resit,0,1,1,0,1
resize,0,0,1,0,1
reskill,1,0,0,0,1
resolve,1,1,1,1,0
resonate,1,0,1,1,0
resort,1,1,1,1,0
resound,1,1,0,0,1
resource,1,1,0,1,1
respect,1,1,1,1,1
respire,0,1,1,1,1
respons,0,1,0,0,1
respray,0,1,0,1,0
rest,1,1,1,0,1
restate,0,0,0,0,0
restock,0,0,0,1,0
restrain,1,0,1,0,1
restrict,0,1,1,0,1
restore,0,0,0,1,1
restring,1,1,0,1,0
result,1,0,1,1,1
resupply,1,0,0,1,0
resurface,0,1,1,0,1
resurrect,0,1,0,1,1
resuscitate,0,0,0,1,1
retail,0,1,0,1,0
retain,0,1,0,0,1
retake,1,1,0,1,1
retard,1,1,0,0,1
retcj,1,0,0,0,0
retell,0,1,1,1,0
retest,0,1,0,1,0
rethink,0,1,1,0,0
retire,1,1,0,0,1
retool,1,1,0,1,1
retort,1,1,0,0,0
retouch,0,1,0,0,0
retrace,1,1,0,0,0
retract,0,1,0,1,0
retrain,1,0,0,0,1
retreat,1,0,1,0,0
retrench,0,1,1,0,0
retrieve,1,0,0,0,0
retrofit,0,1,1,0,0
retry,0,1,0,1,0
return,0,1,1,1,1
reunify,1,1,0,1,1
reunite,0,1,0,0,1
reuse,1,1,0,0,1
rev,0,0,1,0,0
revamp,0,1,1,1,1
revel,1,1,0,1,1
reverb,0,1,1,0,1
reverberate,1,0,1,1,1
reverse,1,0,1,0,1
revert,0,1,1,1,0
review,1,1,1,1,0
revile,1,0,1,0,0
revise,1,1,1,0,0
revisit,0,0,1,0,1
revivive,0,1,1,0,0
revivify,1,1,1,1,1
revoke,0,0,1,0,1
revolt,0,0,0,0,1
revolutionize,1,0,0,0,0
revolve,1,0,1,1,0
reward,1,0,1,0,1
rewire,0,0,1,0,1
reword,0,0,1,0,1
rework,1,1,1,1,1
rewrite,1,1,1,0,1
rhapsodize,0,0,0,1,0
rhyme,0,0,1,1,1
rib,0,0,1,1,0
rick,0,1,0,1,1
ricochet,1,1,0,0,1
rid,1,0,1,1,1
riddle,0,1,0,0,1
ride,1,1,1,0,0
ridge,1,0,0,0,1
ridicule,0,0,0,1,1
riffle,0,0,0,0,0
rifle,1,1,1,1,1
rig,0,1,1,0,1
right,0,0,1,0,1
rim,1,1,1,1,0
ring,1,1,0,1,0
rinse,1,1,1,1,0
riot,0,1,1,0,0
rip,1,0,0,0,0
ripen,1,1,1,1,1
ripple,1,1,1,0,1
rise,1,0,0,1,1
risk,1,1,1,0,0
rival,0,1,1,0,0
rivet,0,1,0,0,0
roam,0,0,0,0,0
roar,0,0,0,1,0
roast,1,0,0,0,0
robe,0,0,0,0,1
rock,0,0,1,0,0
rocket,1,0,1,0,0
roger,1,1,1,0,1
roleplay,0,0,0,0,0
roll,1,1,0,0,0
rollerblade,0,1,0,0,1
rollerskate,0,1,0,1,1
romance,1,1,1,0,1
romaticize,1,0,0,0,1
romp,1,0,1,0,0
roof,1,1,1,1,0
room,0,1,0,1,1
roost,1,0,0,0,1
root,1,1,0,1,0
rope,0,0,0,0,1
roster,1,1,0,1,1
rotate,1,0,1,0,1
rough,1,0,1,1,1
roughen,1,1,1,0,1
round,0,0,1,0,0
rouse,1,0,0,0,1
roust,1,1,0,1,1
route,1,0,0,0,0
rove,1,1,1,1,0
row,1,0,0,0,0
rub,0,0,1,0,1
rubberstamp,0,0,0,0,0
rubbish,0,0,0,0,1
ruck,1,1,1,0,1
rue,1,1,0,0,1
ruin,0,1,1,1,1
rule,1,0,1,0,0
rumble,1,0,1,1,1
rummage,1,1,0,1,1
rumour,0,1,1,0,1
rumple,1,0,0,0,0
run,0,0,0,0,1
rupture,1,1,1,1,1
rush,1,0,1,0,0
rust,0,1,0,0,0
rustle,1,0,1,1,0

